entity,label,index
States,I-LOC,19904
I,B-ORG,19906
E,B-ORG,19906
##OR,I-ORG,19906
##TC,I-ORG,19906
R,B-ORG,19907
AS,B-MISC,19908
PT,B-MISC,19908
##CA,I-MISC,19908
PT,B-MISC,19908
##CA,I-MISC,19908
Do,B-MISC,19908
Disease,I-MISC,19909
CH,B-MISC,19909
Ho,B-MISC,19910
AIDS,B-MISC,19911
HIV,B-MISC,19911
Z,B-MISC,19911
##ido,I-MISC,19911
GE,B-MISC,19914
Do,B-MISC,19916
Do,B-MISC,19916
AM,B-ORG,19917
AAA,B-MISC,19926
PS,B-MISC,19930
##A,I-MISC,19930
Re,B-MISC,19931
Re,B-MISC,19931
IL,B-MISC,19932
-,I-MISC,19932
2,I-MISC,19932
Power,B-PER,19933
Do,I-MISC,19933
##pp,I-MISC,19933
##ler,I-MISC,19933
Do,B-PER,19933
Do,B-PER,19933
CT,B-MISC,19934
AB,B-MISC,19935
##PM,I-MISC,19935
he,B-MISC,19937
B,I-MISC,19937
MS,B-MISC,19937
MR,B-MISC,19937
MS,B-MISC,19937
he,B-MISC,19937
B,I-MISC,19937
C,B-MISC,19937
Gate,B-MISC,19938
St,B-MISC,19940
##aph,I-MISC,19940
##yl,I-MISC,19940
##oc,I-MISC,19940
##oc,I-MISC,19940
##cus,I-MISC,19940
MR,B-MISC,19940
##SA,I-MISC,19940
L,B-MISC,19944
L,B-MISC,19944
L,B-MISC,19944
Jerusalem,B-LOC,19945
B,B-MISC,19948
Syrian,B-MISC,19948
AL,B-MISC,19948
B,B-MISC,19948
##OP,I-MISC,19948
RCA,B-ORG,19949
C,B-PER,19953
##ro,I-PER,19953
##hn,I-PER,19953
AP,B-MISC,19953
##CD,I-MISC,19953
AP,B-MISC,19953
CD,B-MISC,19953
Latino,B-MISC,19954
African,B-MISC,19954
Americans,I-MISC,19954
SC,B-MISC,19954
HD,B-MISC,19954
IV,B-MISC,19955
F,B-ORG,19958
##ont,I-ORG,19958
##an,I-ORG,19958
F,B-ORG,19958
##ont,B-ORG,19958
##an,I-ORG,19958
F,B-PER,19958
I,B-MISC,19962
##A,I-MISC,19962
I,B-MISC,19962
P,B-MISC,19962
P,B-MISC,19962
AA,B-MISC,19964
AA,B-MISC,19964
AA,B-MISC,19964
AA,B-ORG,19964
##CD,I-ORG,19964
AA,B-MISC,19964
AA,B-ORG,19964
##CD,I-ORG,19964
AA,B-MISC,19964
AA,B-MISC,19964
G,B-MISC,19968
##ink,B-MISC,19968
G,B-MISC,19968
##ink,B-MISC,19968
Co,B-ORG,19970
##lication,I-ORG,19970
##s,I-ORG,19970
Screen,I-ORG,19970
##ing,I-ORG,19970
Program,I-ORG,19970
CS,B-ORG,19970
##P,I-ORG,19970
USA,B-LOC,19970
CS,B-ORG,19970
CS,B-ORG,19970
##P,I-ORG,19970
Ce,B-MISC,19972
C,B-MISC,19972
##A,I-MISC,19972
O,B-ORG,19976
##MC,I-ORG,19976
T,B-ORG,19976
CT,B-MISC,19978
MR,B-MISC,19978
Cox,B-PER,19979
I,B-LOC,19982
##CU,I-LOC,19982
I,B-LOC,19982
##CU,I-LOC,19982
Ch,B-MISC,19986
South,B-LOC,19987
Africa,I-LOC,19987
ST,B-MISC,19987
CC,B-MISC,19988
OS,B-MISC,19989
OS,B-MISC,19989
##A,I-MISC,19989
OS,B-MISC,19989
GA,B-MISC,19991
GA,B-MISC,19991
GA,B-MISC,19991
GA,I-MISC,19991
##BA,I-MISC,19991
GA,B-MISC,19991
GA,B-MISC,19991
V,B-MISC,19991
MS,B-MISC,19992
MS,B-MISC,19992
MS,B-MISC,19992
GE,B-MISC,19995
D,B-MISC,19996
Na,B-MISC,19996
A,B-MISC,19999
##can,I-MISC,19999
##oe,I-LOC,19999
A,B-MISC,19999
##can,B-MISC,19999
##tham,I-MISC,19999
##oe,I-LOC,19999
##ba,I-MISC,19999
A,B-ORG,19999
##can,I-MISC,19999
##tham,I-MISC,19999
##oe,I-LOC,19999
P,B-MISC,20000
Scottish,B-MISC,20001
Gibson,B-MISC,20001
Report,I-MISC,20001
Gibson,B-MISC,20001
Report,I-MISC,20001
Scotland,B-LOC,20001
I,B-MISC,20002
I,B-MISC,20002
Aboriginal,B-MISC,20003
Aboriginal,B-MISC,20003
Brazilian,B-MISC,20004
CH,B-ORG,20005
##P,I-ORG,20005
CH,B-ORG,20005
##P,I-ORG,20005
CH,B-ORG,20005
##P,I-ORG,20005
L,B-MISC,20007
TO,B-MISC,20009
TO,B-MISC,20009
EC,B-ORG,20011
##P,I-ORG,20011
S,B-ORG,20011
##OA,I-MISC,20011
##E,I-ORG,20011
EC,B-ORG,20011
E,B-ORG,20014
##EC,I-ORG,20014
BS,B-MISC,20015
##L,I-MISC,20015
BS,B-MISC,20015
##L,I-MISC,20015
I,B-MISC,20015
##AA,I-MISC,20015
CS,B-MISC,20016
CS,B-ORG,20016
Ch,B-MISC,20023
##lam,I-LOC,20023
##yd,I-MISC,20023
C,B-MISC,20023
P,B-ORG,20023
SL,B-MISC,20023
CA,B-ORG,20023
SL,B-MISC,20023
T,B-MISC,20026
##BI,I-MISC,20026
PC,B-MISC,20028
PC,B-MISC,20028
ACC,B-ORG,20028
A,B-ORG,20028
##HA,I-ORG,20028
PC,B-MISC,20029
PS,B-MISC,20030
##A,I-MISC,20030
R,B-MISC,20030
R,B-MISC,20030
CT,B-MISC,20031
WHO,B-ORG,20032
EC,B-MISC,20032
CA,B-MISC,20032
T,B-MISC,20033
##CD,I-ORG,20033
C,B-MISC,20034
##re,B-MISC,20034
##utz,I-MISC,20034
##feld,I-MISC,20034
##t,I-MISC,20034
Jakob,I-MISC,20034
Al,B-PER,20034
##pers,I-PER,20034
Al,B-PER,20034
##pers,I-PER,20034
Al,B-PER,20034
##pers,I-PER,20034
K,B-PER,20037
##rae,I-PER,20037
##pel,I-PER,20037
##in,I-PER,20037
D,B-MISC,20037
##MX,I-MISC,20037
D,B-MISC,20037
##MX,I-MISC,20037
D,B-MISC,20037
##MX,I-MISC,20037
MD,B-MISC,20037
MD,B-MISC,20038
D,B-ORG,20039
##AM,I-ORG,20039
##AG,I-ORG,20039
##E,I-ORG,20039
MR,B-MISC,20039
RA,B-MISC,20039
MR,B-MISC,20039
T,B-MISC,20040
##IA,I-MISC,20040
T,B-MISC,20040
##IA,I-MISC,20040
T,B-MISC,20040
MR,B-MISC,20041
MR,B-MISC,20041
MR,B-MISC,20041
PS,B-ORG,20041
F,B-MISC,20041
True,B-MISC,20041
MA,B-MISC,20046
SM,B-ORG,20049
##MS,I-ORG,20049
##E,I-ORG,20049
G,B-ORG,20049
CS,B-MISC,20052
Her,B-MISC,20054
##pes,I-MISC,20054
H,B-MISC,20054
##SV,I-MISC,20054
1,I-MISC,20054
Rotterdam,B-LOC,20056
European,B-MISC,20056
east,B-MISC,20058
Mediterranean,B-MISC,20058
Turkey,B-LOC,20058
Ada,B-LOC,20058
##na,I-LOC,20058
Brazilian,B-MISC,20060
Brazilian,B-MISC,20060
R,B-LOC,20060
##ibe,B-LOC,20060
##ir,I-LOC,20060
##ão,I-LOC,20060
Pre,I-LOC,20060
##to,I-LOC,20060
Brazil,B-LOC,20060
C,B-PER,20061
##ro,B-PER,20061
##hn,B-PER,20061
C,B-PER,20061
##ro,B-PER,20061
##hn,I-PER,20061
Hard,B-MISC,20062
##man,I-MISC,20062
Index,I-MISC,20062
non,B-MISC,20063
ST,B-MISC,20063
New,B-LOC,20063
Zealand,I-LOC,20063
non,B-MISC,20063
ST,B-MISC,20063
Ginger,B-PER,20064
PS,B-MISC,20065
##A,I-MISC,20065
PS,B-MISC,20065
##A,I-MISC,20065
PS,B-MISC,20065
##A,I-MISC,20065
M,B-PER,20067
##C,I-ORG,20067
##ull,I-ORG,20067
##och,I-ORG,20067
Norfolk,B-LOC,20067
Norwich,B-LOC,20067
VA,B-MISC,20067
ODI,B-MISC,20067
SF,B-MISC,20067
N,B-ORG,20069
##eur,B-ORG,20069
##o,I-ORG,20069
##S,I-ORG,20069
##cope,I-ORG,20069
E,B-ORG,20070
##D,I-ORG,20070
MR,B-MISC,20073
RA,B-MISC,20073
L,B-MISC,20076
MR,B-MISC,20078
He,B-MISC,20079
C,B-MISC,20079
##ag,I-MISC,20079
##A,I-MISC,20079
C,B-MISC,20079
##ag,I-MISC,20079
##A,I-MISC,20079
C,B-MISC,20079
##ag,I-MISC,20079
##A,I-MISC,20079
AC,B-ORG,20082
##GM,I-ORG,20082
##E,I-ORG,20082
AC,B-ORG,20082
##GM,I-ORG,20082
##E,I-ORG,20082
Chinese,B-MISC,20084
To,B-MISC,20085
##op,I-MISC,20085
##las,B-MISC,20085
##ma,I-MISC,20085
T,B-MISC,20085
MC,B-ORG,20086
I,B-ORG,20086
##BS,I-ORG,20086
Alan,B-MISC,20087
AA,B-MISC,20087
u,B-MISC,20087
e,B-MISC,20087
La,B-MISC,20088
L,B-MISC,20089
Mall,B-LOC,20089
##amp,I-LOC,20089
Mall,B-MISC,20089
##amp,I-LOC,20089
Veterans,B-ORG,20091
Administration,I-ORG,20091
MC,B-ORG,20092
PA,B-ORG,20092
MD,B-MISC,20092
C,I-MISC,20093
C,I-MISC,20093
EC,B-ORG,20094
L,B-MISC,20094
MP,B-MISC,20094
L,B-MISC,20094
Lima,B-LOC,20095
Peru,B-LOC,20095
HIV,B-MISC,20095
Men,B-MISC,20098
EP,B-ORG,20100
N,B-MISC,20100
N,B-ORG,20100
EP,B-ORG,20100
R,B-MISC,20100
N,B-MISC,20100
O,B-PER,20102
##sler,I-MISC,20102
Weber,B-PER,20102
Ren,B-MISC,20102
##du,I-MISC,20102
H,B-MISC,20102
CO,B-MISC,20103
CO,B-MISC,20103
E,B-MISC,20103
TV,B-ORG,20105
TV,B-ORG,20105
FM,B-MISC,20107
Asian,B-MISC,20108
Indian,I-MISC,20108
G,B-MISC,20108
##uad,I-MISC,20108
##elo,I-MISC,20108
##upe,I-MISC,20108
##an,I-MISC,20108
L,B-ORG,20108
##TP,I-ORG,20108
##A,I-ORG,20108
Asian,B-MISC,20108
Indian,I-MISC,20108
G,B-LOC,20108
##uad,I-LOC,20108
##elo,I-LOC,20108
##upe,I-LOC,20108
Asian,B-MISC,20108
Indians,I-MISC,20108
Out,B-MISC,20109
##look,I-MISC,20109
National,B-ORG,20110
Institute,I-ORG,20110
for,I-ORG,20110
Health,I-ORG,20110
and,I-ORG,20110
Clinical,I-ORG,20110
Excellence,I-ORG,20110
N,B-ORG,20110
##E,I-ORG,20110
S,B-MISC,20110
N,B-ORG,20110
##E,I-ORG,20110
R,B-MISC,20111
BC,B-MISC,20111
BC,B-MISC,20111
Cal,B-MISC,20112
##mett,I-MISC,20112
##e,B-MISC,20112
G,B-PER,20112
##rin,I-MISC,20112
P,B-MISC,20112
BC,B-MISC,20112
##G,I-MISC,20112
P,B-MISC,20112
UC,B-MISC,20112
Bo,B-MISC,20116
##rrel,B-MISC,20116
Bo,B-MISC,20116
##rrel,B-MISC,20116
AB,B-MISC,20117
PA,B-MISC,20117
GE,B-MISC,20118
R,B-MISC,20119
R,B-MISC,20119
R,B-MISC,20120
Hispanic,B-MISC,20121
MV,B-ORG,20121
Blacks,B-MISC,20121
Hispanic,B-MISC,20121
Holocaust,B-MISC,20124
P,B-MISC,20125
IT,B-MISC,20125
IT,B-MISC,20125
F,B-MISC,20129
Be,B-PER,20129
##h,I-PER,20129
##ç,I-PER,20129
##et,I-PER,20129
F,B-MISC,20129
F,B-MISC,20129
F,B-MISC,20129
B,B-MISC,20129
F,B-MISC,20129
F,B-MISC,20129
B,B-MISC,20129
Be,B-PER,20130
##h,I-PER,20130
##ç,I-PER,20130
##et,I-PER,20130
Be,B-PER,20130
##h,I-PER,20130
##ç,I-PER,20130
##et,I-PER,20130
Turkish,B-MISC,20131
FM,B-ORG,20131
IL,B-MISC,20131
1,I-MISC,20131
IL,B-MISC,20131
IL,B-MISC,20131
FM,B-ORG,20131
AR,B-MISC,20132
Cox,B-MISC,20134
Ma,I-MISC,20134
##ze,I-MISC,20134
RC,B-MISC,20138
CB,B-MISC,20139
DE,B-MISC,20139
E,B-MISC,20140
C,B-MISC,20140
E,B-MISC,20140
L,B-ORG,20141
L,B-MISC,20141
L,B-ORG,20141
L,B-MISC,20141
Q,B-ORG,20144
##OL,I-ORG,20144
Q,B-ORG,20144
##OL,I-ORG,20144
Ang,B-MISC,20145
##iot,B-MISC,20145
##ens,I-MISC,20145
##in,I-MISC,20145
II,I-MISC,20145
post,B-MISC,20145
MI,B-MISC,20145
AC,B-MISC,20147
CP,B-MISC,20147
AC,B-MISC,20147
O,B-MISC,20148
North,B-LOC,20149
Queensland,I-LOC,20149
Europe,B-LOC,20154
USA,B-LOC,20154
Europe,B-LOC,20154
USA,B-LOC,20154
Australia,B-LOC,20154
Japan,B-LOC,20154
R,B-ORG,20154
&,I-ORG,20154
D,I-ORG,20154
Europe,B-LOC,20154
D,B-MISC,20155
##AS,I-MISC,20155
E,B-ORG,20155
D,B-MISC,20155
##AS,I-MISC,20155
Omega,B-MISC,20156
AC,B-MISC,20156
AC,B-MISC,20156
CO,B-MISC,20157
CO,B-MISC,20157
German,B-MISC,20157
I,B-ORG,20158
##CU,I-ORG,20158
DE,B-MISC,20159
DE,B-MISC,20159
B,B-ORG,20159
DE,B-MISC,20159
N,B-ORG,20161
##SC,I-ORG,20161
##LC,I-ORG,20161
Europe,B-LOC,20163
Europe,B-LOC,20163
Europe,B-LOC,20163
BS,B-MISC,20164
##CP,I-MISC,20164
CS,B-MISC,20165
IL,B-MISC,20165
-,I-MISC,20165
2,I-MISC,20165
GP,B-MISC,20168
GP,B-MISC,20168
I,B-LOC,20168
##CU,I-LOC,20168
Se,B-MISC,20168
CE,B-MISC,20172
B,B-ORG,20173
AP,B-MISC,20175
ST,B-MISC,20176
ST,B-MISC,20176
AM,B-MISC,20182
La,B-MISC,20183
L,B-ORG,20183
SC,B-ORG,20183
MD,B-MISC,20185
HD,B-MISC,20185
##L,I-MISC,20185
CA,B-MISC,20185
V,B-MISC,20185
CS,B-MISC,20186
CS,B-ORG,20186
##C,I-ORG,20186
IV,B-MISC,20188
IV,B-MISC,20188
MLS,B-ORG,20189
Western,B-LOC,20190
G,I-LOC,20190
##ali,I-LOC,20190
##lee,I-LOC,20190
Hospital,I-LOC,20190
Nah,I-LOC,20190
##ari,I-LOC,20190
##ya,I-LOC,20190
Israel,B-LOC,20190
GB,B-MISC,20190
Western,B-LOC,20190
G,I-LOC,20190
##ali,I-LOC,20190
##lee,I-LOC,20190
Israel,B-LOC,20190
U,B-LOC,20190
.,I-LOC,20190
S,I-LOC,20190
.,I-LOC,20190
A,I-LOC,20190
Israel,B-LOC,20190
GB,B-MISC,20190
United,B-LOC,20194
States,I-LOC,20194
CT,B-MISC,20197
V,B-MISC,20198
A,I-MISC,20198
D,I-MISC,20199
D,I-MISC,20199
PT,B-MISC,20199
PR,B-ORG,20200
F,B-ORG,20201
T,I-MISC,20202
SP,B-MISC,20202
non,B-MISC,20202
O,B-MISC,20202
EC,B-ORG,20203
OS,B-ORG,20203
EC,B-ORG,20203
O,B-MISC,20203
EC,B-ORG,20203
O,B-ORG,20203
EC,B-ORG,20203
C,B-MISC,20206
A,B-MISC,20207
##B,I-MISC,20207
##A,I-MISC,20207
PD,B-MISC,20207
##E,I-MISC,20207
A,B-MISC,20207
##B,I-MISC,20207
##A,I-MISC,20207
Romney,B-PER,20211
Per,B-ORG,20211
##end,I-ORG,20211
Romney,B-ORG,20211
2,I-MISC,20212
CT,B-MISC,20213
Miller,B-MISC,20213
Class,I-MISC,20213
I,I-MISC,20213
United,B-LOC,20214
States,I-LOC,20214
US,B-LOC,20214
C,B-PER,20216
MR,B-MISC,20217
MR,B-MISC,20217
MR,B-MISC,20217
Parkinson,B-PER,20218
O,B-MISC,20218
Parkinson,B-MISC,20218
PD,B-MISC,20218
PD,B-MISC,20218
AP,B-ORG,20218
##OE,I-ORG,20218
AP,B-ORG,20218
##OE,I-ORG,20218
AP,B-ORG,20218
##OE,I-ORG,20218
S,B-MISC,20218
PD,B-MISC,20218
PD,B-MISC,20219
HD,B-MISC,20219
CA,B-MISC,20219
PD,B-MISC,20219
CA,B-MISC,20219
ID,B-MISC,20222
ID,B-ORG,20222
N,B-MISC,20225
C,B-MISC,20225
N,B-ORG,20225
C,B-MISC,20225
CA,B-MISC,20227
He,B-MISC,20227
CA,B-ORG,20227
AS,B-MISC,20228
##D,I-ORG,20228
AS,B-MISC,20228
##D,I-ORG,20228
Ross,B-LOC,20229
R,B-ORG,20229
Ross,B-ORG,20229
Ross,B-LOC,20229
Ross,B-LOC,20229
Orchard,B-MISC,20230
Sports,I-MISC,20230
In,I-MISC,20230
##ju,I-MISC,20230
##ry,I-MISC,20230
Classification,I-MISC,20230
System,I-MISC,20230
OS,B-MISC,20230
##IC,I-MISC,20230
##S,I-MISC,20230
10,I-MISC,20230
OS,B-MISC,20230
##IC,I-MISC,20230
##S,I-MISC,20230
-,I-MISC,20230
8,I-MISC,20230
I,B-ORG,20232
##AP,I-ORG,20232
AP,B-ORG,20232
I,B-ORG,20232
##AP,I-ORG,20232
Delta,B-ORG,20232
##IA,I-ORG,20232
##P,I-ORG,20232
Delta,B-ORG,20232
##AP,I-ORG,20232
Delta,B-ORG,20232
##AP,I-ORG,20232
I,B-ORG,20232
##AP,I-ORG,20232
I,B-ORG,20232
Canadians,B-MISC,20238
Canadian,B-MISC,20238
He,B-MISC,20239
IT,B-MISC,20242
Cox,B-MISC,20242
IT,B-MISC,20242
Human,B-MISC,20244
Chinese,B-MISC,20246
CH,B-MISC,20246
AA,B-MISC,20246
Russian,B-MISC,20248
Russian,B-MISC,20248
Russia,B-LOC,20248
Russia,B-LOC,20248
D,B-MISC,20250
D,B-MISC,20250
PM,B-MISC,20251
B,B-MISC,20251
##MD,I-MISC,20251
SP,B-MISC,20252
E,B-MISC,20252
SP,B-MISC,20252
E,B-MISC,20252
SP,B-MISC,20252
C,B-MISC,20257
C,B-MISC,20257
Forbes,B-PER,20257
K,B-PER,20257
P,I-PER,20257
N,I-PER,20257
Reid,B-PER,20257
J,B-PER,20257
H,I-PER,20257
Mu,B-PER,20257
##ison,I-PER,20257
J,B-PER,20257
T,I-PER,20257
Clinical,B-MISC,20257
Radio,I-MISC,20257
##logy,I-MISC,20257
ABC,B-MISC,20258
##R,I-MISC,20258
ABC,B-MISC,20258
##A,I-MISC,20258
Star,B-PER,20258
##gard,I-PER,20258
ABC,B-MISC,20258
##R,I-MISC,20258
Swiss,B-MISC,20259
Fresno,B-LOC,20260
Kings,B-LOC,20260
Made,B-LOC,20260
##ra,I-LOC,20260
E,I-MISC,20260
I,B-MISC,20261
##A,I-MISC,20261
B,B-PER,20262
Shi,B-PER,20262
##ley,I-PER,20262
B,B-PER,20262
Shi,B-PER,20262
##ley,I-PER,20262
The,B-LOC,20262
Netherlands,I-LOC,20262
United,B-LOC,20262
Kingdom,I-LOC,20262
Q,B-ORG,20264
L,B-MISC,20268
##MA,I-MISC,20268
ET,B-MISC,20270
##CO,I-MISC,20270
E,B-MISC,20270
E,B-ORG,20272
I,B-MISC,20272
E,B-ORG,20272
I,B-MISC,20272
MR,B-MISC,20273
CT,B-MISC,20273
Ka,B-PER,20274
##ll,B-PER,20274
Ka,B-PER,20274
##ll,B-PER,20274
##mann,I-PER,20274
Ka,B-PER,20274
##ll,B-PER,20274
##mann,I-PER,20274
United,B-LOC,20277
States,I-LOC,20277
M,B-ORG,20279
##FM,I-ORG,20279
Ce,B-MISC,20280
##sar,I-MISC,20280
##ean,I-MISC,20280
3D,B-MISC,20283
3D,B-MISC,20283
H,B-MISC,20283
N,B-ORG,20284
P,B-MISC,20285
Risk,I-MISC,20285
of,I-MISC,20285
Mortal,I-MISC,20285
##ity,I-MISC,20285
P,B-MISC,20285
##ediatric,B-MISC,20285
Index,I-MISC,20285
of,I-MISC,20285
Mortal,I-MISC,20285
##ity,I-MISC,20285
P,B-MISC,20285
E,B-ORG,20289
C,I-MISC,20290
HC,B-MISC,20290
AL,B-MISC,20290
H,B-PER,20291
O,B-ORG,20291
E,B-MISC,20292
E,B-MISC,20292
E,B-MISC,20292
E,B-MISC,20292
E,B-MISC,20292
European,B-MISC,20293
Family,B-ORG,20297
Medicine,I-ORG,20297
North,I-ORG,20297
CS,B-ORG,20298
MR,B-MISC,20298
RB,B-ORG,20300
##C,I-ORG,20300
MS,B-MISC,20303
MA,B-MISC,20303
L,B-MISC,20304
L,B-MISC,20304
AM,B-MISC,20305
D,B-MISC,20311
E,B-ORG,20311
D,B-MISC,20311
D,B-MISC,20311
D,B-MISC,20311
E,B-ORG,20311
D,B-MISC,20311
N,B-MISC,20314
H,B-MISC,20317
H,B-MISC,20317
H,B-MISC,20317
M,B-ORG,20318
B,B-PER,20320
##rug,I-MISC,20320
##ada,I-MISC,20320
B,B-MISC,20320
##rug,I-MISC,20320
##ada,I-MISC,20320
SV,B-MISC,20320
##T,I-MISC,20320
B,B-MISC,20320
##rug,I-MISC,20320
##ada,I-MISC,20320
SV,B-MISC,20320
SV,B-MISC,20320
SV,B-MISC,20320
B,B-MISC,20320
##rug,I-MISC,20320
##ada,I-MISC,20320
I,B-ORG,20323
I,B-ORG,20323
Me,B-MISC,20325
Papa,B-PER,20326
##nic,I-PER,20326
##ola,I-PER,20326
##ou,B-PER,20326
R,B-MISC,20332
##oux,I-MISC,20332
en,I-MISC,20332
Y,I-MISC,20332
I,B-MISC,20334
I,B-MISC,20334
C,B-MISC,20337
C,B-MISC,20337
##CL,I-MISC,20337
C,B-MISC,20337
I,B-MISC,20338
IV,B-MISC,20338
I,B-MISC,20338
IV,B-MISC,20338
##T,I-MISC,20338
SS,B-MISC,20339
SS,B-MISC,20339
SS,B-MISC,20339
SS,B-MISC,20339
Un,B-MISC,20340
##is,I-MISC,20340
##cale,I-MISC,20340
Un,B-MISC,20340
##is,I-MISC,20340
##cale,I-MISC,20340
TV,B-MISC,20341
##T,I-ORG,20341
SP,B-ORG,20341
##AR,I-ORG,20341
##C,I-ORG,20341
da,B-MISC,20342
M,B-MISC,20342
New,B-LOC,20343
Zealand,I-LOC,20343
C,I-MISC,20344
Sydney,B-LOC,20344
CA,B-MISC,20345
CA,B-MISC,20345
CA,B-MISC,20345
CA,B-MISC,20345
CA,B-MISC,20345
E,B-ORG,20345
S,B-MISC,20347
##UI,I-MISC,20347
S,B-MISC,20347
##UI,I-MISC,20347
S,B-MISC,20347
##UI,I-MISC,20347
S,B-MISC,20347
##UI,I-MISC,20347
MD,B-MISC,20351
China,B-LOC,20352
China,B-LOC,20352
I,B-MISC,20353
E,B-MISC,20354
SV,B-MISC,20354
E,B-MISC,20354
SV,B-MISC,20354
John,B-PER,20355
Reid,I-PER,20355
F,B-MISC,20356
Canada,B-LOC,20357
Canada,B-LOC,20357
C,B-PER,20358
##ro,B-PER,20358
##hn,I-PER,20358
C,B-PER,20358
O,B-ORG,20359
##PC,I-ORG,20359
##AB,I-ORG,20359
O,B-ORG,20359
##PC,I-ORG,20359
##AB,I-ORG,20359
non,B-MISC,20360
ST,B-MISC,20360
MI,B-ORG,20360
ST,B-MISC,20360
##EM,I-MISC,20360
non,B-MISC,20360
ST,B-MISC,20360
##EM,I-MISC,20360
non,B-MISC,20360
ST,B-MISC,20360
##EM,I-MISC,20360
C,B-ORG,20365
##NA,I-ORG,20365
HP,B-ORG,20365
HP,B-ORG,20365
C,B-ORG,20365
##NA,I-ORG,20365
HP,B-ORG,20365
HP,B-ORG,20365
HP,B-ORG,20365
HP,B-ORG,20365
C,B-ORG,20365
##NA,I-ORG,20365
HP,B-ORG,20365
C,B-MISC,20367
L,B-MISC,20367
Benin,B-LOC,20367
Ha,B-MISC,20368
##em,I-MISC,20368
##op,I-MISC,20368
##hil,I-MISC,20368
##us,I-MISC,20368
in,I-MISC,20368
Ce,B-ORG,20368
##f,I-ORG,20368
##dit,I-ORG,20368
##n,I-ORG,20368
H,B-MISC,20368
B,B-MISC,20368
BS,B-ORG,20368
##AC,I-ORG,20368
B,B-MISC,20368
I,B-ORG,20373
AK,B-MISC,20373
HIV,B-MISC,20375
B,I-MISC,20375
HIV,B-MISC,20375
HIV,B-MISC,20375
HIV,B-MISC,20375
H,B-MISC,20375
AS,B-ORG,20376
##MC,I-ORG,20376
AD,B-MISC,20377
##HD,I-MISC,20377
E,B-MISC,20379
V,B-MISC,20379
I,B-MISC,20381
I,B-MISC,20381
UK,B-LOC,20381
European,B-ORG,20381
Economic,I-ORG,20381
Area,I-ORG,20381
E,B-ORG,20381
##EA,I-ORG,20381
UK,B-LOC,20381
Initiative,I-MISC,20381
I,B-MISC,20381
##MG,I-MISC,20381
Ni,B-PER,20384
##pp,B-PER,20384
Ni,B-PER,20384
##pp,B-PER,20384
European,B-MISC,20388
Lion,I-ORG,20388
##H,I-MISC,20388
##ear,I-MISC,20388
##t,I-MISC,20388
Clinical,I-MISC,20388
U,I-MISC,20388
##tility,I-MISC,20388
Basel,I-MISC,20388
##ine,I-MISC,20388
Study,I-MISC,20388
C,B-MISC,20388
##U,B-MISC,20388
##BS,I-MISC,20388
R,B-ORG,20388
##EM,I-ORG,20388
##CH,I-ORG,20388
L,I-ORG,20388
##D,I-ORG,20388
D,B-MISC,20388
D,B-MISC,20388
BT,B-MISC,20388
B,B-PER,20389
LA,B-ORG,20391
Out,B-ORG,20392
##ox,I-ORG,20392
Out,B-ORG,20392
##ox,I-ORG,20392
BA,B-ORG,20392
##C,I-ORG,20392
B,B-ORG,20392
##r,I-ORG,20392
##AC,I-ORG,20392
Out,B-ORG,20392
##ox,I-ORG,20392
Out,B-ORG,20392
##ox,I-ORG,20392
Ho,B-ORG,20393
##lm,I-ORG,20393
##bla,I-ORG,20393
T,B-MISC,20395
T,B-MISC,20395
T,B-MISC,20395
E,B-ORG,20397
College,B-ORG,20398
of,I-ORG,20398
Emergency,I-ORG,20398
Medicine,I-ORG,20398
IL,B-MISC,20399
##MA,I-MISC,20399
IL,B-MISC,20399
##MA,I-MISC,20399
Southern,B-LOC,20400
General,I-LOC,20400
Hospital,I-LOC,20400
Glasgow,B-LOC,20400
UK,B-LOC,20400
NO,B-ORG,20402
##RA,I-ORG,20402
AD,B-MISC,20403
##A,I-MISC,20403
PA,B-MISC,20404
PA,B-MISC,20404
Spanish,B-MISC,20404
True,B-MISC,20405
SR,B-MISC,20405
True,B-MISC,20405
##FI,I-MISC,20405
##SP,I-MISC,20405
IV,B-MISC,20406
GA,B-ORG,20406
IV,B-MISC,20406
O,B-MISC,20407
SS,B-MISC,20407
ER,B-MISC,20408
##CP,I-MISC,20408
non,B-MISC,20408
ER,B-MISC,20408
##CP,I-MISC,20408
ER,B-MISC,20408
##CP,I-MISC,20408
non,B-MISC,20408
ER,B-MISC,20408
##CP,I-MISC,20408
ER,B-MISC,20408
##CP,I-MISC,20408
CP,B-MISC,20409
E,B-MISC,20409
CP,B-MISC,20409
E,B-MISC,20410
OS,B-ORG,20410
##A,I-ORG,20410
B,B-MISC,20412
P,B-MISC,20412
##yre,B-MISC,20412
##no,I-MISC,20412
##ph,I-MISC,20412
##ora,I-MISC,20412
P,B-MISC,20412
B,B-MISC,20412
US,B-LOC,20415
FC,B-MISC,20416
C,B-ORG,20416
AJ,B-PER,20417
SSR,B-MISC,20418
##I,I-MISC,20418
MA,B-MISC,20418
##DR,I-MISC,20418
SSR,B-MISC,20418
##I,I-MISC,20418
South,B-MISC,20419
Australian,I-MISC,20419
GA,B-ORG,20421
GA,B-ORG,20421
AD,B-MISC,20423
##HD,I-MISC,20423
AD,B-MISC,20423
##HD,I-MISC,20423
D,B-MISC,20424
UK,B-LOC,20424
D,B-MISC,20424
S,B-MISC,20425
